signal_id,label,station_id,duration_seconds,sample_rate_hz,public_reference,proxy_definition,split,sample_index,signal_mean,signal_std
mic_0220,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,460,-3.178914464996296e-09,1.0
mic_0221,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,461,0.0,1.0
mic_0222,microseisms,STA_09,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,462,-1.430511442634952e-08,1.0
mic_0223,microseisms,STA_10,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,463,0.0,1.0
mic_0224,microseisms,STA_11,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,464,6.357828929992593e-09,1.0
mic_0225,microseisms,STA_12,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,465,-1.2715657859985184e-08,1.0
mic_0226,microseisms,STA_13,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,466,6.357828929992593e-09,1.0
mic_0227,microseisms,STA_14,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,467,-6.357828929992593e-09,1.0
mic_0228,microseisms,STA_15,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,468,1.2715657859985184e-08,1.0
mic_0229,microseisms,STA_16,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,469,9.536742950899681e-09,1.0
mic_0230,microseisms,STA_17,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,validation,470,-3.178914464996296e-09,1.0
mic_0231,microseisms,STA_00,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,471,0.0,1.0
mic_0232,microseisms,STA_01,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,472,-1.9073485901799362e-08,1.0
mic_0233,microseisms,STA_02,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,473,7.947286384535346e-09,1.0
mic_0234,microseisms,STA_03,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,474,3.178914464996296e-09,1.0
mic_0235,microseisms,STA_04,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,475,6.357828929992593e-09,1.0
mic_0236,microseisms,STA_05,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,476,6.357828929992593e-09,1.0
mic_0237,microseisms,STA_06,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,477,0.0,1.0
mic_0238,microseisms,STA_07,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,train,478,0.0,1.0
mic_0239,microseisms,STA_08,60.0,20.0,proxy_curated_subset,surface-wave-dominated ambient window,test,479,-9.536742950899681e-09,1.0
ear_0000,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,480,-3.178914464996296e-09,1.0
ear_0001,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,481,4.7683714754498405e-09,1.0
ear_0002,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,482,0.0,1.0
ear_0003,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,483,7.94728616249074e-10,1.0
ear_0004,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,484,-3.178914464996296e-09,1.0
ear_0005,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,485,0.0,1.0
ear_0006,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,486,4.7683714754498405e-09,1.0
ear_0007,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,487,-1.589457232498148e-09,1.0
ear_0008,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,488,3.178914464996296e-09,1.0
ear_0009,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,489,-3.178914464996296e-09,1.0
ear_0010,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,490,-6.357828929992593e-09,1.0
ear_0011,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,491,-1.589457232498148e-09,1.0
ear_0012,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,492,0.0,1.0
ear_0013,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,493,-6.357828929992593e-09,1.0
ear_0014,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,494,3.973643192267673e-09,1.0
ear_0015,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,495,-3.178914464996296e-09,1.0
ear_0016,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,496,4.7683714754498405e-09,1.0
ear_0017,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,497,0.0,1.0
ear_0018,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,498,0.0,0.9999999403953552
ear_0019,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,499,0.0,1.0
ear_0020,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,500,3.178914464996296e-09,1.0
ear_0021,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,501,7.94728616249074e-10,1.0
ear_0022,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,502,-1.589457232498148e-09,1.0
ear_0023,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,503,-3.178914464996296e-09,1.0
ear_0024,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,504,4.7683714754498405e-09,1.0
ear_0025,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,505,6.357828929992593e-09,1.0
ear_0026,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,506,0.0,1.0
ear_0027,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,507,4.7683714754498405e-09,1.0
ear_0028,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,508,0.0,1.0
ear_0029,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,509,6.357828929992593e-09,1.0
ear_0030,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,510,3.178914464996296e-09,1.0
ear_0031,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,511,0.0,1.0
ear_0032,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,512,0.0,1.0
ear_0033,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,513,0.0,1.0
ear_0034,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,514,4.7683714754498405e-09,1.0
ear_0035,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,515,0.0,1.0
ear_0036,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,516,4.7683714754498405e-09,1.0
ear_0037,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,517,-1.589457232498148e-09,1.0
ear_0038,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,518,6.357828929992593e-09,1.0
ear_0039,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,519,7.94728616249074e-10,0.9999999403953552
ear_0040,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,520,0.0,0.9999999403953552
ear_0041,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,521,-1.589457232498148e-09,1.0
ear_0042,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,522,-6.357828929992593e-09,1.0
ear_0043,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,523,-3.178914464996296e-09,1.0
ear_0044,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,524,0.0,1.0
ear_0045,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,525,9.536742950899681e-09,1.0
ear_0046,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,526,1.589457232498148e-09,1.0
ear_0047,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,527,-3.178914464996296e-09,1.0
ear_0048,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,528,0.0,1.0
ear_0049,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,529,-1.589457232498148e-09,1.0
ear_0050,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,530,4.7683714754498405e-09,1.0
ear_0051,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,531,0.0,1.0
ear_0052,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,532,0.0,0.9999999403953552
ear_0053,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,533,0.0,1.0
ear_0054,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,534,0.0,1.0
ear_0055,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,535,0.0,1.0
ear_0056,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,536,7.94728616249074e-10,1.0
ear_0057,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,537,0.0,1.0
ear_0058,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,538,3.178914464996296e-09,1.0
ear_0059,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,539,0.0,1.0
ear_0060,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,540,0.0,1.0
ear_0061,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,541,-3.178914464996296e-09,1.0
ear_0062,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,542,2.3841857377249202e-09,1.0
ear_0063,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,543,1.589457232498148e-09,1.0
ear_0064,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,544,1.589457232498148e-09,1.0
ear_0065,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,545,0.0,1.0
ear_0066,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,546,-6.357828929992593e-09,1.0
ear_0067,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,547,1.589457232498148e-09,1.0
ear_0068,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,548,0.0,1.0
ear_0069,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,549,0.0,1.0
ear_0070,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,550,-3.178914464996296e-09,1.0
ear_0071,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,551,6.357828929992593e-09,1.0
ear_0072,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,552,-4.7683714754498405e-09,1.0
ear_0073,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,553,3.178914464996296e-09,1.0
ear_0074,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,554,-6.357828929992593e-09,1.0
ear_0075,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,555,-1.589457232498148e-09,0.9999999403953552
ear_0076,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,556,3.178914464996296e-09,1.0
ear_0077,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,557,0.0,1.0
ear_0078,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,558,-4.7683714754498405e-09,1.0
ear_0079,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,559,3.973643192267673e-09,1.0
ear_0080,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,560,1.589457232498148e-09,1.0
ear_0081,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,561,3.178914464996296e-09,0.9999999403953552
ear_0082,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,562,-1.589457232498148e-09,1.0
ear_0083,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,563,-3.178914464996296e-09,1.0
ear_0084,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,564,3.178914464996296e-09,1.0
ear_0085,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,565,-2.3841857377249202e-09,1.0
ear_0086,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,566,0.0,0.9999999403953552
ear_0087,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,567,6.357828929992593e-09,1.0
ear_0088,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,568,-6.357828929992593e-09,1.0
ear_0089,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,569,3.178914464996296e-09,1.0
ear_0090,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,570,3.178914464996296e-09,1.0
ear_0091,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,571,0.0,1.0
ear_0092,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,572,-1.589457232498148e-09,1.0
ear_0093,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,573,3.178914464996296e-09,1.0
ear_0094,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,574,-3.178914464996296e-09,1.0
ear_0095,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,575,-1.589457232498148e-09,1.0
ear_0096,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,576,-3.178914464996296e-09,1.0
ear_0097,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,577,-6.357828929992593e-09,1.0
ear_0098,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,578,-6.357828929992593e-09,1.0
ear_0099,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,579,6.357828929992593e-09,0.9999999403953552
ear_0100,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,580,1.589457232498148e-09,1.0
ear_0101,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,581,6.357828929992593e-09,1.0
ear_0102,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,582,0.0,1.0
ear_0103,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,583,-7.94728616249074e-10,1.0
ear_0104,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,584,0.0,1.0
ear_0105,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,585,-6.357828929992593e-09,0.9999999403953552
ear_0106,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,586,3.178914464996296e-09,1.0
ear_0107,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,587,3.178914464996296e-09,1.0
ear_0108,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,588,-1.589457232498148e-09,1.0
ear_0109,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,589,0.0,1.0
ear_0110,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,590,0.0,1.0
ear_0111,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,591,-3.178914464996296e-09,1.0
ear_0112,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,592,0.0,1.0
ear_0113,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,593,0.0,1.0
ear_0114,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,594,-3.178914464996296e-09,1.0
ear_0115,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,595,3.178914464996296e-09,1.0
ear_0116,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,596,0.0,1.0
ear_0117,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,597,1.589457232498148e-09,1.0
ear_0118,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,598,9.536742950899681e-09,1.0
ear_0119,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,599,3.178914464996296e-09,1.0
ear_0120,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,600,3.178914464996296e-09,1.0
ear_0121,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,601,0.0,1.0
ear_0122,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,602,-3.178914464996296e-09,1.0
ear_0123,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,603,6.357828929992593e-09,1.0
ear_0124,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,604,0.0,1.0
ear_0125,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,605,3.178914464996296e-09,1.0
ear_0126,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,606,4.7683714754498405e-09,1.0
ear_0127,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,607,-2.781550101360608e-09,1.0
ear_0128,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,608,-3.178914464996296e-09,1.0
ear_0129,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,609,3.178914464996296e-09,1.0
ear_0130,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,610,-6.357828929992593e-09,1.0
ear_0131,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,611,-1.589457232498148e-09,1.0
ear_0132,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,612,-1.2715657859985184e-08,1.0
ear_0133,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,613,0.0,1.0
ear_0134,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,614,3.178914464996296e-09,1.0
ear_0135,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,615,4.7683714754498405e-09,1.0
ear_0136,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,616,4.7683714754498405e-09,1.0
ear_0137,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,617,3.973643192267673e-09,1.0
ear_0138,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,618,0.0,1.0
ear_0139,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,619,0.0,1.0
ear_0140,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,620,0.0,1.0
ear_0141,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,621,1.589457232498148e-09,1.0
ear_0142,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,622,3.178914464996296e-09,1.0
ear_0143,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,623,3.178914464996296e-09,1.0
ear_0144,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,624,6.357828929992593e-09,1.0
ear_0145,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,625,-3.973643192267673e-09,1.0
ear_0146,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,626,-6.357828929992593e-09,1.0
ear_0147,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,627,-7.947286384535346e-09,1.0
ear_0148,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,628,0.0,1.0
ear_0149,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,629,-1.589457232498148e-09,1.0
ear_0150,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,630,-7.947286384535346e-09,1.0
ear_0151,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,631,0.0,1.0
ear_0152,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,632,4.7683714754498405e-09,1.0
ear_0153,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,633,1.589457232498148e-09,1.0
ear_0154,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,634,-1.589457232498148e-09,1.0
ear_0155,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,635,3.178914464996296e-09,1.0
ear_0156,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,636,1.589457232498148e-09,1.0
ear_0157,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,637,0.0,1.0
ear_0158,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,638,-6.357828929992593e-09,1.0
ear_0159,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,639,3.178914464996296e-09,1.0
ear_0160,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,640,-2.781550101360608e-09,1.0
ear_0161,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,641,0.0,1.0
ear_0162,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,642,0.0,1.0
ear_0163,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,643,3.178914464996296e-09,1.0
ear_0164,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,644,-3.973643192267673e-09,1.0
ear_0165,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,645,-3.178914464996296e-09,1.0
ear_0166,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,646,3.178914464996296e-09,1.0
ear_0167,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,647,3.178914464996296e-09,1.0
ear_0168,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,648,0.0,1.0
ear_0169,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,649,0.0,1.0
ear_0170,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,650,6.357828929992593e-09,1.0
ear_0171,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,651,-6.357828929992593e-09,1.0
ear_0172,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,652,-3.178914464996296e-09,1.0
ear_0173,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,653,-3.178914464996296e-09,1.0
ear_0174,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,654,0.0,1.0
ear_0175,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,655,0.0,1.0
ear_0176,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,656,1.589457232498148e-09,1.0
ear_0177,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,657,6.357828929992593e-09,1.0
ear_0178,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,658,7.94728616249074e-10,1.0
ear_0179,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,659,0.0,1.0
ear_0180,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,660,7.94728616249074e-10,1.0
ear_0181,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,661,3.178914464996296e-09,1.0
ear_0182,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,662,0.0,1.0
ear_0183,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,663,-6.357828929992593e-09,1.0
ear_0184,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,664,-3.178914464996296e-09,1.0
ear_0185,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,665,0.0,1.0
ear_0186,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,666,0.0,1.0
ear_0187,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,667,4.371007111814151e-09,1.0
ear_0188,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,668,3.178914464996296e-09,1.0
ear_0189,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,669,-6.357828929992593e-09,1.0
ear_0190,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,670,1.589457232498148e-09,1.0
ear_0191,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,671,0.0,1.0
ear_0192,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,672,3.178914464996296e-09,1.0
ear_0193,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,673,0.0,1.0
ear_0194,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,674,3.178914464996296e-09,1.0
ear_0195,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,675,-3.178914464996296e-09,1.0
ear_0196,earthquakes,STA_04,60.0,20.0,proxy_curated_subset,earthquake event,train,676,0.0,0.9999999403953552
ear_0197,earthquakes,STA_05,60.0,20.0,proxy_curated_subset,earthquake event,test,677,-3.178914464996296e-09,1.0
ear_0198,earthquakes,STA_06,60.0,20.0,proxy_curated_subset,earthquake event,train,678,-3.178914464996296e-09,0.9999999403953552
ear_0199,earthquakes,STA_07,60.0,20.0,proxy_curated_subset,earthquake event,train,679,3.178914464996296e-09,1.0
ear_0200,earthquakes,STA_08,60.0,20.0,proxy_curated_subset,earthquake event,test,680,3.178914464996296e-09,1.0
ear_0201,earthquakes,STA_09,60.0,20.0,proxy_curated_subset,earthquake event,train,681,-3.178914464996296e-09,1.0
ear_0202,earthquakes,STA_10,60.0,20.0,proxy_curated_subset,earthquake event,train,682,-3.973643192267673e-09,1.0
ear_0203,earthquakes,STA_11,60.0,20.0,proxy_curated_subset,earthquake event,validation,683,-3.178914464996296e-09,1.0
ear_0204,earthquakes,STA_12,60.0,20.0,proxy_curated_subset,earthquake event,train,684,3.178914464996296e-09,1.0
ear_0205,earthquakes,STA_13,60.0,20.0,proxy_curated_subset,earthquake event,validation,685,-6.357828929992593e-09,1.0
ear_0206,earthquakes,STA_14,60.0,20.0,proxy_curated_subset,earthquake event,validation,686,3.178914464996296e-09,1.0
ear_0207,earthquakes,STA_15,60.0,20.0,proxy_curated_subset,earthquake event,train,687,6.357828929992593e-09,1.0
ear_0208,earthquakes,STA_16,60.0,20.0,proxy_curated_subset,earthquake event,train,688,0.0,1.0
ear_0209,earthquakes,STA_17,60.0,20.0,proxy_curated_subset,earthquake event,validation,689,0.0,1.0
ear_0210,earthquakes,STA_00,60.0,20.0,proxy_curated_subset,earthquake event,test,690,-6.357828929992593e-09,1.0
ear_0211,earthquakes,STA_01,60.0,20.0,proxy_curated_subset,earthquake event,test,691,-4.7683714754498405e-09,1.0
ear_0212,earthquakes,STA_02,60.0,20.0,proxy_curated_subset,earthquake event,train,692,0.0,1.0
ear_0213,earthquakes,STA_03,60.0,20.0,proxy_curated_subset,earthquake event,train,693,3.178914464996296e-09,1.0
